transaction_id,employee_id,employee_name,date,vendor,category,amount,manager_name,department,payment_method,location,synthetic_anomaly
TX000037,EMP005,Rohan,2026-01-13,TravelDesk,Software,3161.52,Manager B,Engineering,Bank Transfer,Bengaluru,False
TX000038,EMP002,Meera,2026-06-08,TechSupply,Travel,12990.24,Manager B,Finance,Bank Transfer,Delhi,False
TX000039,EMP003,Kabir,2026-06-26,TechSupply,Equipment,18206.78,Manager B,Engineering,Card,Varanasi,False
TX000040,EMP002,Meera,2026-02-13,EquipHub,Software,29271.16,Manager B,Finance,Card,Mumbai,False
TX000041,EMP001,Aarav,2026-01-09,CloudWorks,Travel,22369.1,Manager A,Finance,UPI,Varanasi,False
TX000042,EMP003,Kabir,2026-04-25,TechSupply,Software,310213.7447848344,Manager A,Finance,UPI,Varanasi,True
TX000043,EMP004,Ishita,2026-01-12,EquipHub,Software,30650.75,Manager A,Finance,Card,Delhi,False
TX000044,EMP004,Ishita,2026-04-28,CloudWorks,Equipment,22724.09,Manager B,Operations,Bank Transfer,Mumbai,False
TX000045,EMP001,Aarav,2026-04-08,TechSupply,Office,277355.6718078,Manager B,Finance,UPI,Bengaluru,True
TX000046,EMP004,Ishita,2026-01-01,OfficeMart,Software,19715.93,Manager B,Operations,Bank Transfer,Delhi,False
TX000047,EMP004,Ishita,2026-06-29,EquipHub,Travel,586169.8138647967,Manager A,Finance,UPI,Bengaluru,True
TX000048,EMP001,Aarav,2026-02-05,EquipHub,Travel,15119.95,Manager B,Operations,UPI,Mumbai,False
TX000049,EMP002,Meera,2026-04-30,TechSupply,Travel,14736.4,Manager A,Operations,UPI,Varanasi,False
TX000050,EMP005,Rohan,2026-02-15,TechSupply,Software,30981.1,Manager A,Operations,UPI,Delhi,False
TX000051,EMP002,Meera,2026-03-09,OfficeMart,Software,19188.48,Manager B,Engineering,UPI,Varanasi,False
TX000052,EMP004,Ishita,2026-08-07,TravelDesk,Travel,20189.74,Manager B,Engineering,Card,Delhi,False
TX000053,EMP004,Ishita,2026-03-06,CloudWorks,Travel,21002.19,Manager B,Finance,Bank Transfer,Varanasi,False
TX000054,EMP003,Kabir,2026-06-13,TravelDesk,Travel,19147.44,Manager A,Operations,Card,Mumbai,False
TX000055,EMP005,Rohan,2026-07-17,CloudWorks,Software,29468.66,Manager B,Finance,Bank Transfer,Varanasi,False
TX000056,EMP003,Kabir,2026-04-07,TechSupply,Office,22127.82,Manager A,Operations,UPI,Varanasi,False
TX000057,EMP005,Rohan,2026-01-21,EquipHub,Office,17999.79,Manager A,Finance,Bank Transfer,Delhi,False
TX000058,EMP002,Meera,2026-05-07,OfficeMart,Software,15910.86,Manager A,Engineering,Card,Bengaluru,False
TX000059,EMP002,Meera,2026-06-02,CloudWorks,Travel,17098.17,Manager B,Finance,Bank Transfer,Delhi,False
TX000060,EMP001,Aarav,2026-03-09,TechSupply,Travel,15937.04,Manager B,Engineering,UPI,Varanasi,False
TX000061,EMP005,Rohan,2026-08-14,TravelDesk,Software,16956.05,Manager B,Finance,Bank Transfer,Bengaluru,False
TX000062,EMP004,Ishita,2026-07-28,CloudWorks,Office,27532.14,Manager A,Finance,UPI,Mumbai,False
TX000063,EMP002,Meera,2026-04-04,EquipHub,Travel,14061.9,Manager A,Finance,Bank Transfer,Delhi,False
TX000064,EMP004,Ishita,2026-08-24,CloudWorks,Equipment,11585.98,Manager B,Operations,UPI,Mumbai,False
TX000065,EMP004,Ishita,2026-05-10,TechSupply,Office,19199.16,Manager B,Operations,UPI,Mumbai,False
TX000066,EMP005,Rohan,2026-07-18,EquipHub,Software,18300.45,Manager A,Operations,Bank Transfer,Varanasi,False
TX000067,EMP003,Kabir,2026-01-26,TravelDesk,Travel,21482.72,Manager A,Operations,UPI,Mumbai,False
TX000068,EMP001,Aarav,2026-04-13,EquipHub,Equipment,20877.58,Manager A,Finance,Card,Delhi,False
TX000069,EMP001,Aarav,2026-01-17,TechSupply,Travel,21417.99,Manager B,Finance,Bank Transfer,Varanasi,False
TX000070,EMP005,Rohan,2026-05-18,EquipHub,Equipment,20444.75,Manager B,Finance,Card,Bengaluru,False
TX000071,EMP001,Aarav,2026-06-07,EquipHub,Equipment,13603.74,Manager A,Engineering,Card,Varanasi,False
TX000072,EMP002,Meera,2026-01-30,CloudWorks,Travel,19279.88,Manager A,Operations,Card,Varanasi,False
TX000073,EMP001,Aarav,2026-03-31,TravelDesk,Office,23314.85,Manager A,Engineering,Bank Transfer,Bengaluru,False
TX000074,EMP002,Meera,2026-01-06,EquipHub,Office,3831.76,Manager B,Engineering,Card,Bengaluru,False
TX000075,EMP001,Aarav,2026-02-28,TravelDesk,Equipment,18925.17,Manager B,Finance,UPI,Varanasi,False
TX000076,EMP004,Ishita,2026-01-02,EquipHub,Travel,17466.51,Manager A,Engineering,Bank Transfer,Mumbai,False
TX000077,EMP005,Rohan,2026-06-18,TechSupply,Software,15165.48,Manager A,Finance,Bank Transfer,Bengaluru,False
TX000078,EMP001,Aarav,2026-04-17,TechSupply,Travel,22514.28,Manager B,Finance,Bank Transfer,Delhi,False
TX000079,EMP002,Meera,2026-08-02,OfficeMart,Office,27025.26,Manager A,Engineering,Card,Mumbai,False
TX000080,EMP001,Aarav,2026-06-17,CloudWorks,Equipment,24509.13,Manager A,Finance,Bank Transfer,Mumbai,False
TX000081,EMP002,Meera,2026-01-14,EquipHub,Office,33265.96,Manager B,Operations,Card,Delhi,False
TX000082,EMP003,Kabir,2026-05-08,TravelDesk,Travel,189508.51356694842,Manager B,Engineering,Card,Bengaluru,True
TX000083,EMP001,Aarav,2026-07-18,OfficeMart,Office,25970.98,Manager A,Finance,UPI,Delhi,False
TX000084,EMP005,Rohan,2026-03-17,TravelDesk,Equipment,22894.15,Manager A,Finance,Card,Bengaluru,False
TX000085,EMP004,Ishita,2026-08-07,CloudWorks,Equipment,23329.52,Manager A,Finance,UPI,Varanasi,False
TX000086,EMP001,Aarav,2026-05-06,OfficeMart,Travel,14704.2,Manager B,Operations,Bank Transfer,Bengaluru,False
TX000087,EMP004,Ishita,2026-08-07,TravelDesk,Office,29523.39,Manager B,Operations,Bank Transfer,Mumbai,False
TX000088,EMP001,Aarav,2026-03-22,TechSupply,Travel,18619.7,Manager A,Engineering,Card,Varanasi,False
TX000089,EMP003,Kabir,2026-01-23,TechSupply,Equipment,24195.03,Manager B,Operations,Card,Bengaluru,False
TX000090,EMP004,Ishita,2026-07-27,CloudWorks,Equipment,19520.84,Manager A,Engineering,Card,Varanasi,False
TX000091,EMP005,Rohan,2026-06-16,CloudWorks,Equipment,21385.2,Manager A,Finance,Bank Transfer,Mumbai,False
TX000092,EMP004,Ishita,2026-01-04,TechSupply,Equipment,14252.04,Manager A,Engineering,Bank Transfer,Mumbai,False
TX000093,EMP002,Meera,2026-02-14,CloudWorks,Travel,30396.0,Manager A,Finance,Card,Varanasi,False
TX000094,EMP001,Aarav,2026-02-13,CloudWorks,Travel,23515.62,Manager B,Engineering,Card,Bengaluru,False
TX000095,EMP004,Ishita,2026-05-25,TechSupply,Office,22547.49,Manager B,Finance,Bank Transfer,Mumbai,False
TX000096,EMP002,Meera,2026-02-25,TechSupply,Travel,23867.01,Manager B,Finance,Bank Transfer,Bengaluru,False
TX000097,EMP002,Meera,2026-02-14,TechSupply,Travel,15919.77,Manager B,Engineering,UPI,Delhi,False
TX000098,EMP001,Aarav,2026-07-12,TravelDesk,Office,333533.6662848065,Manager B,Finance,UPI,Mumbai,True
TX000099,EMP004,Ishita,2026-04-05,TravelDesk,Software,15480.16,Manager B,Operations,Card,Mumbai,False
TX000100,EMP004,Ishita,2026-02-25,CloudWorks,Travel,25838.68,Manager A,Engineering,Bank Transfer,Bengaluru,False
TX000101,EMP003,Kabir,2026-04-23,TechSupply,Office,18154.43,Manager A,Finance,UPI,Varanasi,False
TX000102,EMP004,Ishita,2026-03-07,OfficeMart,Office,21118.94,Manager A,Engineering,Card,Varanasi,False
TX000103,EMP001,Aarav,2026-07-30,OfficeMart,Equipment,21672.96,Manager A,Finance,UPI,Bengaluru,False
TX000104,EMP005,Rohan,2026-07-19,TechSupply,Travel,28365.85,Manager B,Finance,UPI,Delhi,False
TX000105,EMP004,Ishita,2026-07-18,TravelDesk,Software,7283.49,Manager A,Finance,Card,Bengaluru,False
TX000106,EMP002,Meera,2026-07-26,OfficeMart,Office,27162.38,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000107,EMP005,Rohan,2026-02-10,CloudWorks,Software,11587.31,Manager B,Operations,Bank Transfer,Varanasi,False
TX000108,EMP003,Kabir,2026-05-14,OfficeMart,Office,16574.34,Manager B,Operations,Card,Varanasi,False
TX000109,EMP005,Rohan,2026-04-18,EquipHub,Office,23522.54,Manager B,Operations,UPI,Varanasi,False
TX000110,EMP003,Kabir,2026-05-12,OfficeMart,Equipment,23807.09,Manager B,Finance,Bank Transfer,Delhi,False
TX000111,EMP003,Kabir,2026-05-10,EquipHub,Equipment,18842.89,Manager A,Operations,Card,Delhi,False
TX000112,EMP001,Aarav,2026-02-27,TechSupply,Travel,12026.73,Manager B,Operations,Bank Transfer,Delhi,False
TX000113,EMP001,Aarav,2026-03-20,OfficeMart,Software,10524.19,Manager A,Engineering,UPI,Delhi,False
TX000114,EMP005,Rohan,2026-03-16,OfficeMart,Office,21750.03,Manager B,Operations,Card,Bengaluru,False
TX000115,EMP001,Aarav,2026-01-10,EquipHub,Equipment,16579.58,Manager A,Finance,UPI,Mumbai,False
TX000116,EMP003,Kabir,2026-03-14,CloudWorks,Equipment,201604.47494153352,Manager B,Finance,Bank Transfer,Varanasi,True
TX000117,EMP002,Meera,2026-04-29,CloudWorks,Equipment,21226.53,Manager A,Operations,Bank Transfer,Bengaluru,False
TX000118,EMP001,Aarav,2026-01-03,TravelDesk,Software,22575.17,Manager B,Finance,Card,Varanasi,False
TX000119,EMP002,Meera,2026-04-14,TravelDesk,Equipment,10670.57,Manager B,Finance,UPI,Bengaluru,False
TX000120,EMP002,Meera,2026-06-11,CloudWorks,Software,15784.88,Manager B,Finance,Bank Transfer,Varanasi,False
TX000121,EMP001,Aarav,2026-01-03,OfficeMart,Equipment,25517.1,Manager B,Operations,Card,Bengaluru,False
TX000122,EMP002,Meera,2026-01-01,OfficeMart,Equipment,30728.68,Manager A,Operations,UPI,Bengaluru,False
TX000123,EMP003,Kabir,2026-08-13,CloudWorks,Equipment,291572.12424862455,Manager A,Finance,UPI,Delhi,True
TX000124,EMP004,Ishita,2026-03-01,CloudWorks,Software,9108.22,Manager A,Operations,Card,Varanasi,False
TX000125,EMP003,Kabir,2026-06-30,OfficeMart,Equipment,13185.71,Manager A,Operations,Card,Mumbai,False
TX000126,EMP001,Aarav,2026-08-03,OfficeMart,Equipment,17822.92,Manager A,Engineering,Bank Transfer,Mumbai,False
TX000127,EMP003,Kabir,2026-05-22,EquipHub,Travel,8101.88,Manager A,Operations,Bank Transfer,Delhi,False
TX000128,EMP005,Rohan,2026-07-02,EquipHub,Equipment,11758.48,Manager B,Engineering,UPI,Mumbai,False
TX000129,EMP001,Aarav,2026-06-27,OfficeMart,Travel,21485.77,Manager B,Finance,UPI,Varanasi,False
TX000130,EMP004,Ishita,2026-04-22,EquipHub,Office,27250.07,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000131,EMP001,Aarav,2026-04-28,OfficeMart,Software,6662.04,Manager A,Operations,Card,Delhi,False
TX000132,EMP001,Aarav,2026-04-30,EquipHub,Software,26290.88,Manager B,Operations,Card,Delhi,False
TX000133,EMP002,Meera,2026-05-03,CloudWorks,Equipment,16104.92,Manager B,Finance,Card,Mumbai,False
TX000134,EMP004,Ishita,2026-05-26,TechSupply,Office,19733.79,Manager B,Engineering,UPI,Varanasi,False
TX000135,EMP005,Rohan,2026-03-22,EquipHub,Travel,31718.33,Manager B,Finance,Card,Delhi,False
TX000136,EMP001,Aarav,2026-07-05,EquipHub,Office,26490.42,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000137,EMP001,Aarav,2026-05-31,OfficeMart,Equipment,20710.62,Manager A,Finance,Bank Transfer,Bengaluru,False
TX000138,EMP005,Rohan,2026-02-06,OfficeMart,Software,17275.62,Manager B,Engineering,Card,Varanasi,False
TX000139,EMP001,Aarav,2026-04-21,OfficeMart,Travel,15025.72,Manager B,Operations,Bank Transfer,Mumbai,False
TX000140,EMP005,Rohan,2026-07-19,EquipHub,Office,25306.59,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000141,EMP002,Meera,2026-06-21,CloudWorks,Equipment,22705.16,Manager A,Operations,Bank Transfer,Mumbai,False
TX000142,EMP003,Kabir,2026-08-18,OfficeMart,Software,21743.71,Manager A,Engineering,Card,Delhi,False
TX000143,EMP005,Rohan,2026-02-04,TravelDesk,Software,22838.7,Manager B,Engineering,Bank Transfer,Bengaluru,False
TX000144,EMP002,Meera,2026-07-04,TravelDesk,Travel,20816.01,Manager B,Operations,Card,Mumbai,False
TX000145,EMP005,Rohan,2026-01-18,TravelDesk,Software,16617.4,Manager A,Engineering,Bank Transfer,Mumbai,False
TX000146,EMP001,Aarav,2026-04-04,OfficeMart,Equipment,167966.2304623539,Manager B,Operations,Bank Transfer,Bengaluru,True
TX000147,EMP001,Aarav,2026-07-24,CloudWorks,Travel,325821.1832775173,Manager B,Engineering,Card,Bengaluru,True
TX000148,EMP005,Rohan,2026-02-08,OfficeMart,Office,23485.53,Manager A,Operations,Card,Bengaluru,False
TX000149,EMP001,Aarav,2026-02-12,TravelDesk,Software,28143.83,Manager B,Finance,Bank Transfer,Delhi,False
TX000150,EMP005,Rohan,2026-02-14,TravelDesk,Equipment,23398.95,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000151,EMP005,Rohan,2026-07-18,EquipHub,Office,18335.22,Manager B,Operations,Card,Bengaluru,False
TX000152,EMP003,Kabir,2026-06-14,TravelDesk,Office,8484.08,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000153,EMP005,Rohan,2026-04-14,OfficeMart,Office,16803.3,Manager B,Operations,Bank Transfer,Mumbai,False
TX000154,EMP001,Aarav,2026-02-11,EquipHub,Software,21795.33,Manager B,Operations,Card,Bengaluru,False
TX000155,EMP002,Meera,2026-03-09,TravelDesk,Travel,26358.45,Manager A,Operations,Bank Transfer,Mumbai,False
TX000156,EMP005,Rohan,2026-05-06,CloudWorks,Software,244004.76113676414,Manager B,Operations,Bank Transfer,Mumbai,True
TX000157,EMP001,Aarav,2026-08-26,EquipHub,Software,14426.46,Manager A,Finance,Card,Varanasi,False
TX000158,EMP001,Aarav,2026-01-18,EquipHub,Office,10600.19,Manager A,Finance,Bank Transfer,Bengaluru,False
TX000159,EMP001,Aarav,2026-07-25,TravelDesk,Office,17815.83,Manager B,Operations,Bank Transfer,Varanasi,False
TX000160,EMP001,Aarav,2026-08-14,CloudWorks,Software,21510.51,Manager A,Finance,UPI,Varanasi,False
TX000161,EMP005,Rohan,2026-06-13,EquipHub,Equipment,19537.43,Manager B,Operations,Card,Mumbai,False
TX000162,EMP002,Meera,2026-05-22,EquipHub,Software,8043.35,Manager A,Operations,Card,Varanasi,False
TX000163,EMP004,Ishita,2026-02-27,TechSupply,Office,17846.11,Manager A,Operations,UPI,Varanasi,False
TX000164,EMP002,Meera,2026-07-31,EquipHub,Equipment,25318.25,Manager B,Engineering,Card,Delhi,False
TX000165,EMP003,Kabir,2026-08-18,TravelDesk,Equipment,30324.3,Manager A,Operations,UPI,Delhi,False
TX000166,EMP005,Rohan,2026-03-12,TravelDesk,Office,25833.94,Manager A,Engineering,Bank Transfer,Mumbai,False
TX000167,EMP001,Aarav,2026-08-08,TechSupply,Office,9444.01,Manager B,Finance,Card,Mumbai,False
TX000168,EMP003,Kabir,2026-05-25,TravelDesk,Software,24219.73,Manager B,Engineering,UPI,Bengaluru,False
TX000169,EMP003,Kabir,2026-07-12,TravelDesk,Software,15554.07,Manager A,Finance,UPI,Varanasi,False
TX000170,EMP003,Kabir,2026-08-04,TravelDesk,Software,12780.1,Manager B,Engineering,Card,Bengaluru,False
TX000171,EMP005,Rohan,2026-05-17,TechSupply,Equipment,13199.42,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000172,EMP003,Kabir,2026-03-03,TechSupply,Office,15508.33,Manager A,Engineering,UPI,Varanasi,False
TX000173,EMP004,Ishita,2026-04-25,CloudWorks,Travel,22067.82,Manager A,Engineering,UPI,Mumbai,False
TX000174,EMP002,Meera,2026-05-29,CloudWorks,Equipment,22079.45,Manager A,Operations,Bank Transfer,Varanasi,False
TX000175,EMP005,Rohan,2026-06-25,CloudWorks,Travel,25582.18,Manager A,Operations,UPI,Bengaluru,False
TX000176,EMP004,Ishita,2026-03-01,CloudWorks,Equipment,25583.9,Manager B,Operations,Card,Varanasi,False
TX000177,EMP003,Kabir,2026-04-09,TechSupply,Travel,9612.66,Manager B,Finance,UPI,Varanasi,False
TX000178,EMP002,Meera,2026-06-28,TechSupply,Office,25346.2,Manager A,Operations,Card,Delhi,False
TX000179,EMP004,Ishita,2026-02-04,EquipHub,Equipment,26948.24,Manager A,Operations,Bank Transfer,Mumbai,False
TX000180,EMP004,Ishita,2026-04-27,TechSupply,Office,19246.5,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000181,EMP001,Aarav,2026-07-14,OfficeMart,Equipment,21723.89,Manager B,Operations,Card,Delhi,False
TX000182,EMP004,Ishita,2026-01-29,CloudWorks,Travel,18808.67,Manager A,Engineering,Bank Transfer,Bengaluru,False
TX000183,EMP004,Ishita,2026-05-09,OfficeMart,Travel,18548.79,Manager A,Finance,Card,Mumbai,False
TX000184,EMP002,Meera,2026-02-18,TravelDesk,Office,22622.19,Manager B,Engineering,UPI,Varanasi,False
TX000185,EMP004,Ishita,2026-03-17,OfficeMart,Software,375753.6845520775,Manager B,Finance,UPI,Varanasi,True
TX000186,EMP003,Kabir,2026-07-14,OfficeMart,Office,10628.09,Manager A,Finance,Card,Bengaluru,False
TX000187,EMP005,Rohan,2026-08-14,TechSupply,Office,24778.47,Manager A,Operations,Card,Delhi,False
TX000188,EMP001,Aarav,2026-08-03,TechSupply,Office,25492.55,Manager B,Finance,UPI,Varanasi,False
TX000189,EMP003,Kabir,2026-08-03,CloudWorks,Office,12081.77,Manager B,Finance,Bank Transfer,Varanasi,False
TX000190,EMP005,Rohan,2026-06-10,CloudWorks,Software,21882.49,Manager B,Finance,Card,Delhi,False
TX000191,EMP001,Aarav,2026-03-14,CloudWorks,Office,26728.39,Manager A,Finance,Card,Varanasi,False
TX000192,EMP005,Rohan,2026-03-13,OfficeMart,Software,27627.56,Manager A,Operations,UPI,Delhi,False
TX000193,EMP002,Meera,2026-05-02,TechSupply,Equipment,28483.37,Manager A,Operations,UPI,Mumbai,False
TX000194,EMP002,Meera,2026-02-18,EquipHub,Office,22958.84,Manager B,Engineering,UPI,Bengaluru,False
TX000195,EMP003,Kabir,2026-06-07,EquipHub,Office,17971.49,Manager A,Engineering,UPI,Delhi,False
TX000196,EMP002,Meera,2026-08-11,OfficeMart,Equipment,25994.1,Manager B,Finance,Bank Transfer,Bengaluru,False
TX000197,EMP005,Rohan,2026-05-16,EquipHub,Equipment,14543.43,Manager A,Finance,UPI,Varanasi,False
TX000198,EMP002,Meera,2026-02-05,TechSupply,Office,11472.43,Manager A,Finance,Card,Mumbai,False
TX000199,EMP004,Ishita,2026-07-09,CloudWorks,Software,17717.63,Manager B,Finance,Bank Transfer,Varanasi,False
TX000200,EMP001,Aarav,2026-05-03,TravelDesk,Software,17530.07,Manager B,Operations,Bank Transfer,Bengaluru,False
TX000201,EMP003,Kabir,2026-05-22,CloudWorks,Software,22731.02,Manager A,Finance,Card,Delhi,False
TX000202,EMP003,Kabir,2026-04-11,OfficeMart,Software,15489.25,Manager B,Operations,Bank Transfer,Varanasi,False
TX000203,EMP001,Aarav,2026-07-07,TravelDesk,Travel,29317.7,Manager A,Operations,Card,Bengaluru,False
TX000204,EMP003,Kabir,2026-02-17,EquipHub,Equipment,21505.08,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000205,EMP003,Kabir,2026-08-20,EquipHub,Office,14461.67,Manager A,Engineering,Bank Transfer,Delhi,False
TX000206,EMP002,Meera,2026-02-07,CloudWorks,Software,216419.1355668625,Manager A,Engineering,Bank Transfer,Delhi,True
TX000207,EMP001,Aarav,2026-03-14,OfficeMart,Software,16404.14,Manager A,Finance,Bank Transfer,Mumbai,False
TX000208,EMP005,Rohan,2026-02-19,TravelDesk,Equipment,14388.7,Manager B,Finance,Bank Transfer,Bengaluru,False
TX000209,EMP003,Kabir,2026-07-20,OfficeMart,Equipment,20311.44,Manager B,Finance,Bank Transfer,Bengaluru,False
TX000210,EMP003,Kabir,2026-01-01,TravelDesk,Office,20817.84,Manager A,Operations,Card,Bengaluru,False
TX000211,EMP003,Kabir,2026-02-03,TechSupply,Office,26748.38,Manager B,Finance,Bank Transfer,Delhi,False
TX000212,EMP003,Kabir,2026-08-03,EquipHub,Software,16610.87,Manager B,Operations,Bank Transfer,Bengaluru,False
TX000213,EMP004,Ishita,2026-06-12,TravelDesk,Office,13110.22,Manager A,Finance,Bank Transfer,Delhi,False
TX000214,EMP004,Ishita,2026-01-28,EquipHub,Equipment,14737.43,Manager B,Finance,Bank Transfer,Delhi,False
TX000215,EMP004,Ishita,2026-07-19,TechSupply,Equipment,24368.14,Manager A,Finance,UPI,Bengaluru,False
TX000216,EMP005,Rohan,2026-04-30,TravelDesk,Software,346057.4975389981,Manager A,Operations,Card,Mumbai,True
TX000217,EMP002,Meera,2026-02-27,TechSupply,Office,18581.56,Manager A,Operations,UPI,Mumbai,False
TX000218,EMP005,Rohan,2026-08-03,EquipHub,Software,22328.43,Manager B,Engineering,UPI,Delhi,False
TX000219,EMP003,Kabir,2026-01-29,OfficeMart,Software,23131.88,Manager A,Operations,UPI,Varanasi,False
TX000220,EMP002,Meera,2026-04-14,TravelDesk,Equipment,11995.54,Manager B,Engineering,Card,Mumbai,False
TX000221,EMP002,Meera,2026-06-14,EquipHub,Software,22863.5,Manager B,Engineering,Card,Mumbai,False
TX000222,EMP001,Aarav,2026-06-04,TravelDesk,Office,28179.3,Manager B,Engineering,UPI,Varanasi,False
TX000223,EMP004,Ishita,2026-05-10,TechSupply,Software,19542.08,Manager A,Engineering,Card,Varanasi,False
TX000224,EMP003,Kabir,2026-02-21,TravelDesk,Travel,11983.54,Manager A,Operations,Card,Bengaluru,False
TX000225,EMP004,Ishita,2026-03-09,EquipHub,Office,14085.36,Manager B,Operations,Bank Transfer,Delhi,False
TX000226,EMP001,Aarav,2026-07-03,TravelDesk,Software,15719.55,Manager B,Finance,Card,Delhi,False
TX000227,EMP001,Aarav,2026-06-14,CloudWorks,Travel,31046.68,Manager A,Operations,Bank Transfer,Delhi,False
TX000228,EMP003,Kabir,2026-07-20,OfficeMart,Software,24753.28,Manager B,Finance,UPI,Bengaluru,False
TX000229,EMP001,Aarav,2026-07-08,TravelDesk,Software,15287.46,Manager B,Operations,UPI,Delhi,False
TX000230,EMP002,Meera,2026-01-07,EquipHub,Software,14797.49,Manager A,Operations,UPI,Bengaluru,False
TX000231,EMP004,Ishita,2026-07-01,TechSupply,Travel,3657.91,Manager B,Engineering,UPI,Delhi,False
TX000232,EMP001,Aarav,2026-03-21,CloudWorks,Office,17590.7,Manager A,Engineering,UPI,Varanasi,False
